window	minimum	mean	maximum	variance
chr11_77070336	0.0239937516439999	0.0377683972124113	0.057038709028	2.906180073613006e-05
chr11_77594624	0.0503566750239999	0.07672547981274701	0.1220285812429999	0.00014221391170502438
chr11_78118912	0.0026482043769999	0.008673606513921937	0.0183285733789999	1.0943064009072028e-05
chr11_80740352	0.0007763842889999	0.0016263841938912033	0.003868284854	3.7723453304490733e-07
chr11_81264640	0.0007259417639999	0.001609777498092147	0.0040956298959999	4.7269858237418277e-07
chr11_89128960	0.0009615394699999	0.00243034344058624	0.0044971250459999	3.276617168839453e-07
chr11_111149056	0.004472523691	0.021010843211512954	0.038881720522	5.419036484194675e-05
chr11_116916224	0.0006260785749999	0.0019712998973663793	0.0062910299359999	9.402026516359404e-07
chr11_119537664	0.0031858883499999	0.0055187196657280856	0.0123226718069999	2.2245881405261714e-06
chr12_37748736	0.029095918927	0.04475970823357441	0.0628778236779999	4.764905586588883e-05
chr12_40894464	0.00951818766	0.013556540512158344	0.0247353421079999	4.127745511271272e-06
chr12_43515904	0.0035727433259999	0.005704520538404213	0.0135970067839999	2.7227333333380444e-06
chr12_44040192	0.0541702615779999	0.10440163103923636	0.154493234202	0.0005549796497883514
chr12_84934656	0.000399729498	0.0010748104158179181	0.002709157836	1.7347175720833008e-07
chr12_111673344	0.0011064964529999	0.0028497941384160253	0.0042715061539999	3.043284765473686e-07
chr12_125829120	0.0054415041859999	0.026049565282628792	0.065871883392	7.858592469723567e-05
chr13_3145728	0.0282949577179999	0.04739243120692666	0.084500909499	7.591852663974035e-05
chr13_8912896	0.002269675629	0.008600090424735174	0.025207689418	1.3086674110383006e-05
chr13_23592960	0.0053678494959999	0.017550372020243447	0.050686471723	5.1514433458829575e-05
chr13_30408704	0.006263578406	0.011911400320510591	0.0176582614179999	4.944132455588066e-06
chr13_38797312	0.0093654899009999	0.024150902899692628	0.055260680289	8.790736509167034e-05
chr13_39321600	0.0057982420579999	0.021374833490021228	0.058808851961	0.0001401961636697635
chr13_44564480	0.0105380518609999	0.016048835003543684	0.024328879483	7.96762259160071e-06
chr13_45088768	0.041127831618	0.05790706468145386	0.082522313512	6.113182527692093e-05
chr13_45613056	0.304854885664	0.35553733592449166	0.423670119523	0.0006865826126706604
chr13_47185920	0.0481463954009999	0.07007476831706615	0.106705788438	0.0001409186206657016
chr13_47710208	0.0034100857369999	0.005292379039375835	0.0089468724829999	1.0250843171887682e-06
chr13_52428800	0.015016544811	0.10467872647818907	0.2481034504879999	0.001905673961890978
chr13_54001664	0.005118154593	0.014069403398569692	0.0370223064729999	2.5394717055221502e-05
chr13_61341696	0.0085383519949999	0.013702773858806097	0.0198297535089999	4.947519430053936e-06
chr13_66584576	0.000243616746	0.0008856688622032608	0.002343231103	1.4612782710689045e-07
chr13_70778880	0.1224617748999999	0.3138092102383238	0.508270866026	0.006927795119072844
chr13_86507520	0.006159993471	0.02983591911148695	0.0600256395589999	0.0001448678252750342
chr14_9437184	0.002296976817	0.005878336197210353	0.0145857639199999	3.96992771277116e-06
chr14_14155776	0.003118737429	0.013596588982025953	0.027271809046	2.1133094118507966e-05
chr14_14680064	0.0009299162139999	0.0032344885159715842	0.0095493210299999	2.1969327724522245e-06
chr14_25690112	0.0010360187529999	0.0037861209292694535	0.0113353774959999	2.0291408771962136e-06
chr14_31981568	0.0032517348339999	0.006760063321933756	0.012205508173	2.3627044395219637e-06
chr14_32505856	0.0113716425619999	0.02086822214198104	0.036500106313	2.2303365767240182e-05
chr14_45088768	0.020094754829	0.02679435874983447	0.0376951978809999	9.901070051340853e-06
chr14_45613056	0.0196862347659999	0.02670041303073045	0.0345644182419999	7.624616269758747e-06
chr14_46661632	0.004775444068	0.0126030191351347	0.0398636036609999	3.0898958855847906e-05
chr14_50331648	0.0015017460039999	0.0071758713612860014	0.0152268064849999	5.519224992892647e-06
chr14_65011712	0.004691024414	0.02116077102569971	0.1016768853199999	0.00024231544944265784
chr14_70778880	0.0005947271239999	0.0024423872459219337	0.007677270057	9.733708168547033e-07
chr14_75497472	0.020009938086	0.030525218968829742	0.043975063554	2.3404277320727195e-05
chr14_76021760	0.0040096715799999	0.0071225756100756	0.0155051152189999	3.1221719159357014e-06
chr15_9437184	0.0181288584469999	0.023308644666056692	0.034910446955	8.323849561446318e-06
chr15_14680064	0.0010239276969999	0.0035286834845365913	0.0093112786279999	2.33553823688795e-06
chr15_20447232	0.0026336917089999	0.006466780401122884	0.014303474561	4.045304155852903e-06
chr15_28311552	0.00174848359	0.0054267689639975825	0.0132964195389999	4.673998773421214e-06
chr15_44040192	0.067939183948	0.11353947342008507	0.1495786181449999	0.0002863569298825692
chr15_45088768	0.001214845537	0.003722818944352192	0.0105176377819999	1.7462777910230771e-06
chr15_68681728	0.0010614919679999	0.005255525695378204	0.020839032873	9.616808593631487e-06
chr15_69206016	0.009200139899	0.014668763079749361	0.0226184866099999	7.088114286228543e-06
chr15_69730304	0.010991530273	0.01805206821466662	0.029037388129	1.2293723534349871e-05
chr15_76546048	0.001613955273	0.00396680680041839	0.008845505694	1.994268800672028e-06
chr16_38797312	0.0017268126999999	0.005134755219120519	0.010037415464	2.5868192927176915e-06
chr16_49283072	0.023285071495	0.0812108515415035	0.328363810497	0.003121663373337502
chr17_19398656	0.0005336860619999	0.0015508659083451027	0.0029435982929999	2.3291561435867049e-07
chr17_35651584	0.0050432836489999	0.020914959378456215	0.0874988961789999	0.00022646989374231006
chr18_11010048	0.0047638284219999	0.009381773537969216	0.0146214325919999	2.931769053414778e-06
chr18_11534336	0.0090057043579999	0.013378130648283639	0.018292134483	2.8864459481857897e-06
chr18_16252928	0.0028025420199999	0.008739299056607511	0.026461522369	2.2299367524381e-05
chr18_19922944	0.010408731674	0.01994949924888175	0.0304326776559999	1.3411790630563666e-05
chr18_21495808	0.0022714271979999	0.010296371170579143	0.0302199643839999	2.2337777996188567e-05
chr18_48758784	0.006316322113	0.015072283887446757	0.043592116005	2.7500244555305783e-05
chr18_61865984	0.050186446114	0.07655007906312526	0.114859409126	0.00012983608099546907
chr18_70254592	0.00050936309	0.0015410702536027877	0.004419422185	5.398591936905445e-07
chr19_10485760	0.0041095654349999	0.008937060905063783	0.020696387459	7.619253735525453e-06
chr19_11010048	0.005706372196	0.011326527969709172	0.0195020260449999	8.424600975903756e-06
chr19_25690112	0.029334349506	0.04841220314158151	0.086657831352	0.00017931564636779144
chr19_26214400	0.03151603115	0.05302965063312762	0.086493768641	0.00017423630008094786
chr19_30932992	0.002010440489	0.012587720126354564	0.0447587952769999	6.137412286768076e-05
chr19_51380224	0.0383579533169999	0.05604293616979901	0.1031067548449999	9.034039319939331e-05
chr1_5242880	0.003167461033	0.00966835362130255	0.017641361296	5.165670954166658e-06
chr1_27262976	0.0028439227319999	0.00569113261839002	0.0103914086759999	1.7866706934345854e-06
chr1_35651584	0.001166260395	0.002943281389179621	0.005477028072	5.498443539002528e-07
chr1_40370176	0.002573237737	0.013222787827494037	0.031129813046	3.249804149342183e-05
chr1_48758784	0.0009031848299999	0.0030542212421228814	0.007079160685	8.045932976352438e-07
chr1_49283072	0.001772447355	0.003949387414713898	0.009768018955	1.4356367681281925e-06
chr1_71827456	0.0081676295529999	0.02168181761882738	0.0837755398049999	0.0002061257659328434
chr1_75497472	0.001273357669	0.0030435903039573928	0.007081144512	1.063376087801037e-06
chr1_77594624	0.0030823928469999	0.010416847922446758	0.0392507823779999	3.052095990179338e-05
chr1_78118912	0.005642677534	0.03416049370221272	0.106457542337	0.00031062884217051683
chr1_80216064	0.0048439320469999	0.020582736019120515	0.064386299293	9.84945494296664e-05
chr1_92274688	0.0004271853939999	0.001174868719349831	0.00336287694	2.2948406235248083e-07
chr1_126353408	0.0293225248859999	0.03720732396180846	0.063014771671	3.4592564034203136e-05
chr1_153092096	0.0130475075049999	0.021155468755638247	0.0289714014859999	7.867561040448934e-06
chr1_153616384	0.016505948197	0.023636965244141796	0.0322845911839999	9.588819125585078e-06
chr1_155189248	0.0006747265869999	0.002303183759765907	0.006688261601	8.385185752343944e-07
chr1_173015040	0.012330951608	0.04149566418895031	0.0770426613489999	0.00011960928741216096
chr1_177733632	0.0038036776219999	0.008075987738853376	0.017063536029	4.192480996375804e-06
chr1_178257920	0.0033050204869999	0.006035932098139431	0.0101733996249999	1.519653817590539e-06
chr1_194510848	0.0018492042929999	0.005246384531836831	0.012581347909	3.5674613387553203e-06
chr1_198705152	0.002556506461	0.005645181172158343	0.0105220754139999	2.7193934953833247e-06
chr1_206569472	0.007738185269	0.024484111063089786	0.052119547199	6.419831077772491e-05
chr1_221249536	0.002215328626	0.0073247406968864745	0.020221301193	1.0189822861353439e-05
chr20_5242880	0.001646189276	0.003848098002742264	0.0081428717389999	1.4158326297782396e-06
chr20_11534336	0.00094568529	0.0028070250548462893	0.00732162418	1.1289490798039068e-06
chr20_16777216	0.0011754272849999	0.004105621167829736	0.011281063358	5.512765260210729e-06
chr20_17301504	0.000569160583	0.00237117657361461	0.006606226056	1.5729712041724082e-06
chr20_32505856	0.004474135267	0.02072674918389593	0.048882085617	0.00010231727941252644
chr20_45088768	0.0012381267569999	0.0029061740038935644	0.0058107481489999	5.272288022619393e-07
chr20_55050240	0.006152406319	0.02064622952621272	0.05682249232	5.387763344251957e-05
chr20_59768832	0.035140019495	0.06606670292810633	0.1102359676099999	0.000289672401992517
chr21_2621440	0.00236955807	0.005355562802125244	0.0123736643599999	2.6511156160715817e-06
chr21_11534336	0.0013891459749999	0.003574564450678438	0.0069456907899999	9.99036381328377e-07
chr21_19398656	0.000933292177	0.002609283827921936	0.0063908916479999	1.5801194705536366e-06
chr21_19922944	0.0112846806649999	0.01702737191709924	0.0245140598009999	4.217955388991012e-06
chr21_20447232	0.012771416153	0.01849062659013234	0.028110884046	6.499316011650018e-06
chr21_24117248	0.0017079819069999	0.011037603897709171	0.034643772236	3.0341166475829127e-05
chr21_27787264	0.005625620677	0.015003727568834467	0.048625094684	3.2608407183443704e-05
chr22_17825792	0.000700703045	0.002183243513517681	0.005447424168	6.157413252758713e-07
chr22_24641536	0.001165104688	0.00439668488813234	0.0148010111099999	7.821508638105503e-06
chr2A_1572864	0.001866258052	0.008586028704624068	0.027575615719	1.5469083348830252e-05
chr2A_3670016	0.003984342258	0.01986054656333801	0.049301970041	6.032252081973845e-05
chr2A_9437184	0.009276180229	0.018656853020926664	0.042227175964	2.1088065361719074e-05
chr2A_11534336	0.0030590553549999	0.010818802344834465	0.0222280101549999	1.3743576687584771e-05
chr2A_24641536	0.001257348641	0.004203820456877017	0.0089014504329999	2.043454797269031e-06
chr2A_32505856	0.002277122384	0.006607280456855745	0.018105996991	5.505989663449717e-06
chr2A_44564480	0.000610783789	0.0012794992732387213	0.002204768583	9.832169806218847e-08
chr2A_45088768	0.000637754078	0.001921173897827369	0.005256875157	3.9655197474399256e-07
chr2A_46661632	0.0028247169139999	0.010037598893858107	0.017421782933	7.772207483806269e-06
chr2A_50331648	0.002690451526	0.006322099172307279	0.0156916887319999	4.259124560103928e-06
chr2A_58720256	0.0099908690969999	0.0276019549468321	0.051512924971	5.703487855767184e-05
chr2A_74973184	0.022454603972	0.03537955444528601	0.0510747426069999	2.8499829667490345e-05
chr2A_82837504	0.083283623403	0.13247938067810397	0.2492084154279999	0.0006755125636764682
chr2A_83361792	0.0404134753499999	0.07956364468195741	0.187441845358	0.0005488621088882631
chr2A_91226112	0.0037691044769999	0.007302533744106334	0.015896975093	3.3838805186892906e-06
chr2B_5767168	0.002459822056	0.009829902871460945	0.019061170498	1.2329332320336581e-05
chr2B_6291456	0.0026329274699999	0.00956606115409215	0.02317920462	1.3983955068159185e-05
chr2B_33030144	0.000641102481	0.0023767351804325756	0.0048939146659999	8.755107033409173e-07
chr2B_42991616	0.0102041580839999	0.015236187645191438	0.02083008595	4.738645101776808e-06
chr2B_50331648	0.0015357958189999	0.0039068735319384845	0.0073523054909999	1.3709408620837263e-06
chr2B_70254592	0.018732674671	0.03678619626145386	0.0647622786429999	7.076633940349323e-05
chr2B_70778880	0.007255773702	0.014690481363508222	0.033916798336	1.8156357748596335e-05
chr2B_73924608	0.000990912763	0.0033848518826784376	0.0088382817819999	2.0882548364626338e-06
chr2B_88080384	0.004709673236	0.009987307769501132	0.0210425289119999	7.5483874259098566e-06
chr2B_89653248	0.000478620877	0.0015842513772150808	0.0037319024099999	3.9795886289044667e-07
chr2B_107479040	0.0030138830699999	0.0074888607252860005	0.01471189614	4.0047654016823125e-06
chr2B_108527616	0.001268251484	0.003507006107257633	0.0093649561349999	2.662583159044856e-06
chr2B_111149056	0.002319546499	0.011988240632085059	0.032191824996	3.8518366968205436e-05
chr2B_113770496	0.0015982226039999	0.002835502516661888	0.007014903353	5.544249786579607e-07
chr2B_116916224	0.035112304525	0.04424650751422455	0.0554300154019999	1.1971179053129307e-05
chr2B_118489088	0.006585538017	0.009961210159569687	0.0173048064309999	5.444843245960971e-06
chr2B_119013376	0.020650925188	0.030929204616477492	0.046350733131	1.4824537228487391e-05
chr2B_119537664	0.0040250042999999	0.014606749693999953	0.04461801184	5.2820993949797365e-05
chr3_7340032	0.0101365937959999	0.0215226545577139	0.0353939295849999	1.9289950219126915e-05
chr3_20971520	0.014439435018	0.06258118088299759	0.1669505518799999	0.0010015160724161283
chr3_45088768	0.003427608965	0.012231103569567331	0.02400378022	1.7952403092390755e-05
chr3_47710208	0.0046088510209999	0.007927169571028316	0.0134678272189999	2.5913954358571964e-06
chr3_60293120	0.0355275796509999	0.09080293652143731	0.184919985594	0.0008286019124780324
chr3_65011712	0.0053294972309999	0.012640807171371107	0.0243545995799999	1.568356232716669e-05
chr3_66060288	0.0059140793699999	0.008450569178413664	0.012278991509	1.279079600259614e-06
chr3_77594624	0.005535238692	0.009165951787624062	0.012476827875	1.4833112474896815e-06
chr3_79167488	0.0015896159989999	0.006533808400397113	0.013560346336	4.49381545859881e-06
chr3_82837504	0.005398625717	0.026078223877181984	0.0718905130689999	0.00011972541479399994
chr3_85458944	0.0474380291339999	0.15906674499586995	0.235186199714	0.0013705117671946733
chr3_88604672	0.0057585224589999	0.013640309425572051	0.030024542212	1.5721328908942736e-05
chr3_90177536	0.0117944880999999	0.016124196339574418	0.0201964979	2.769181218778233e-06
chr3_92798976	0.036774881491	0.07127078317850113	0.1503420226749999	0.0005056372984806855
chr3_93323264	0.0177386800469999	0.03149324000924109	0.0554975575549999	5.559411606316515e-05
chr3_103809024	0.0145283370809999	0.021862678697489313	0.0298526572699999	7.062466204580598e-06
chr3_104333312	0.1254851414369999	0.14156710228818908	0.1630836325279999	5.425471409842158e-05
chr3_112721920	0.0010145902799999	0.004055886583205623	0.010260338813	4.728105950365589e-06
chr3_122683392	0.010437187284	0.01490260300438766	0.0209237993469999	3.999902453547603e-06
chr3_126877696	0.0013692570419999	0.004092287841120516	0.008643812816	1.7027158040612616e-06
chr3_137887744	0.0219376736109999	0.04072818412753186	0.134816504486	0.00029452093699137543
chr3_144179200	0.019146835819	0.02931717313193612	0.0471573611569999	1.799641308220165e-05
chr3_144703488	0.0405593021069999	0.07524097766823164	0.112863588558	0.00029942311098477627
chr3_179306496	0.0008423993689999	0.0017615328128793848	0.0032445375849999	2.0348948375721083e-07
chr3_193986560	0.0026059330209999	0.01019925391218671	0.0282725677859999	2.2960296298248737e-05
chr4_5242880	0.0096489849509999	0.020735202801704444	0.0445412945759999	3.42724747621122e-05
chr4_5767168	0.004362018698	0.01292889308538529	0.0205954691419999	7.741815981968872e-06
chr4_10485760	0.003455535664	0.017415596564668984	0.0381939668059999	3.94372792562701e-05
chr4_17301504	0.0021129068259999	0.004975024174460942	0.008403213176	2.561927601064872e-06
chr4_20971520	0.000671666632	0.0022288853369101117	0.0059008895559999	8.996639469090482e-07
chr4_32505856	0.078217780377	0.11742809816479902	0.169588465623	0.00024815754112097555
chr4_49283072	0.004600991138	0.012508488539399482	0.024111348111	1.4936509291153115e-05
chr4_61865984	0.05114530112	0.07298837695079193	0.1031515522949999	8.982637933889003e-05
chr4_62390272	0.255510012869	0.3010017115811064	0.358441386751	0.0004060058480889968
chr4_62914560	0.0686211958289999	0.1158810131415106	0.203689145402	0.0007212357837184984
chr4_63438848	0.007929343446	0.017536915793066144	0.034929473266	2.8989441452159028e-05
chr4_82313216	0.0009444777679999	0.003571762509137066	0.0108378361759999	2.997614670173392e-06
chr4_88080384	0.002766118814	0.00658006101415598	0.0137233199109999	3.3266117519594567e-06
chr4_88604672	0.0033313628019999	0.007386308929137066	0.018288513662	5.595464054584409e-06
chr4_89653248	0.010247886883	0.04712563963099995	0.103253198746	0.0005038867302431736
chr4_94371840	0.00462471596	0.022466284727200896	0.0443305169169999	6.404014755168242e-05
chr4_96993280	0.000283356765	0.00203387598383447	0.006314628392	1.1284513918289258e-06
chr4_108527616	0.002666124179	0.005689336199999952	0.014921290008	2.704053600044739e-06
chr4_113770496	0.0296192205209999	0.06995561565091957	0.1237839020509999	0.00027587705211857053
chr4_122683392	0.0304406124439999	0.0587226792528794	0.084117754489	0.00018829663228705538
chr4_133693440	0.0309673586109999	0.09391100760006142	0.2476129610249999	0.0025877210676044284
chr4_134217728	0.002519810717	0.006667713856713898	0.019179202541	9.173432350332075e-06
chr4_148897792	0.002263990656	0.009565798766981038	0.038054351089	3.4346282209056646e-05
chr4_155189248	0.001022559603	0.004732267997664248	0.014967371445	6.96097340618767e-06
chr4_171966464	0.0041427247599999	0.010320950980425483	0.02846128642	1.6583498195591555e-05
chr5_1572864	0.0046366251089999	0.01093351013328128	0.0219415426329999	9.865141390874624e-06
chr5_16252928	0.02491708517	0.030208411098267093	0.03670547712	5.581996864210867e-06
chr5_20447232	0.0055336219749999	0.012143566018059054	0.0268510496289999	1.740036084811792e-05
chr5_34078720	0.001687611648	0.003813777450198532	0.0138339988479999	2.4047621598568584e-06
chr5_35127296	0.010446067594	0.03541411720638765	0.122298304202	0.000329570439130939
chr5_40894464	0.000598967414	0.003379112443468038	0.012733432165	4.100680244929141e-06
chr5_41418752	0.0010879822589999	0.0032298161975767817	0.0095596916619999	2.1168671397057833e-06
chr5_44040192	0.0006863143159999	0.0022642316705625966	0.0063477337999999	7.80146986256103e-07
chr5_55574528	0.0010035686649999	0.0047501349454373	0.0134360312329999	4.203580388226101e-06
chr5_61341696	0.0069513800849999	0.02179775366106378	0.0762309395989999	0.0001630325176963819
chr5_81264640	0.00041881319	0.002354130008768266	0.005148486262	9.676412355175058e-07
chr5_90177536	0.0044204428249999	0.014128670443704444	0.0354611444239999	4.280839668167861e-05
chr5_98041856	0.00646134988	0.01408520088842312	0.0286555820749999	1.7912044296231617e-05
chr5_128974848	0.004803862042	0.011741671578170163	0.02843675301	2.298918562293106e-05
chr5_145227776	0.004859749199	0.011648822263654797	0.0205610095589999	6.783938026767451e-06
chr5_145752064	0.000233015087	0.0012377343646193353	0.003285891625	2.9128752519923113e-07
chr5_146800640	0.001975704556	0.008028013839898294	0.026615406592	1.50140378944051e-05
chr5_149946368	0.0017798552019999	0.005483466416749363	0.0093395857079999	2.1180605332324034e-06
chr5_150470656	0.0009933551399999	0.003150810020255267	0.0106137137299999	2.4341133042258936e-06
chr5_150994944	0.0008632841229999	0.0025441695721677973	0.0072010117869999	1.3824375662080863e-06
chr6_26738688	0.001217107988	0.003608160356165436	0.0085676779509999	2.166408182679859e-06
chr6_27262976	0.001957046718	0.008721183048754093	0.01764158483	1.0045641517592133e-05
chr6_27787264	0.0008269479539999	0.006817859954356927	0.016484031919	1.2010270695510188e-05
chr6_55574528	0.0003785307539999	0.003323259858059049	0.0083209045209999	2.2016167780908895e-06
chr6_63438848	0.03572193154	0.0619395300935366	0.097086619577	8.569632363174793e-05
chr6_63963136	0.1069350183839999	0.15210528513630017	0.189955693494	0.00018332126283886888
chr6_69730304	0.002149737254	0.005444047044652434	0.016292252043	6.436244326413039e-06
chr6_96468992	0.003327757229	0.01000577746721035	0.0161259635999999	6.106864845991378e-06
chr6_106430464	0.0049746019609999	0.03542814076054842	0.0770459779909999	0.0002918274708708438
chr6_106954752	0.004422236813	0.01589193713088884	0.0350304903339999	5.721413546486632e-05
chr6_113246208	0.001233605808	0.0030454087615838783	0.0140154258069999	2.1275863623807503e-06
chr6_113770496	0.0010588292719999	0.004113428929472764	0.0093158032369999	2.7100022951783435e-06
chr6_114294784	0.011627868272	0.02064982694525291	0.0553555552629999	8.008481422690938e-05
chr6_115867648	0.0016284891	0.008418095230132339	0.0202898215119999	1.1365488656101503e-05
chr6_130023424	0.0008773617049999	0.0025329959736642544	0.0097325464469999	2.4747366062570497e-06
chr6_143130624	0.002205271988	0.012102139982432576	0.05026479909	7.622186063249763e-05
chr6_144703488	0.010106006888	0.022922018385163074	0.049992743023	4.3567921333991147e-05
chr6_145752064	0.0004718474539999	0.0012615244561725272	0.0039884759349999	3.923420104310316e-07
chr6_149946368	0.0010181160769999	0.004163809847408935	0.0140757138729999	6.084235061621752e-06
chr6_150994944	0.0023065932139999	0.008046979414981035	0.0261299001129999	2.1295829831024573e-05
chr6_153092096	0.025209655683	0.04951617690321273	0.077066030461	8.367969994081713e-05
chr6_159383552	0.017329458083	0.053770842155075604	0.137722637494	0.0005005323902088942
chr7_2097152	0.002415973333	0.007322306162479859	0.0167367740499999	7.3768583450589345e-06
chr7_14680064	0.038911672878	0.07529615296449403	0.1139170185029999	0.00016500576301748995
chr7_15204352	0.0421021835049999	0.07194620960040658	0.096861630127	0.00010030643531455373
chr7_20447232	0.003680540725	0.007207498126652433	0.018238159753	4.349993246001955e-06
chr7_24117248	0.035126545226	0.0679797620025177	0.1292258706429999	0.00028554005984770777
chr7_34078720	0.0080496933689999	0.02107801032262406	0.038415434282	4.553499473203787e-05
chr7_40370176	0.001325794827	0.0034869623496406165	0.008180498455	1.718363075277212e-06
chr7_44564480	0.009481911387	0.02021136044568316	0.0584026560579999	4.7596349471873636e-05
chr7_54525952	0.00647393586	0.011927669246936123	0.023321710964	9.952589457798047e-06
chr7_83886080	0.036591365416	0.05110842561274227	0.0699732955899999	4.4260057148317545e-05
chr7_84410368	0.108962646874	0.17822263487121273	0.2470019069819999	0.0006060437167996062
chr7_133169152	0.0019523437849999	0.0049264491727753655	0.012635985774	3.519786699885398e-06
chr7_137887744	0.0089950313569999	0.015233053329624066	0.0311314881709999	1.2891057360927857e-05
chr7_138412032	0.0049970383749999	0.009821135845312003	0.020749780658	7.507655225402126e-06
chr7_138936320	0.008807083461	0.01740400291767844	0.0292175443259999	1.445159064420747e-05
chr8_5767168	0.067512235187	0.10289425214112762	0.1424157495219999	0.00027288140536638466
chr8_25165824	0.000774655021	0.002207167407865199	0.0046813408829999	4.5399752339625575e-07
chr8_33554432	0.0073682099399999	0.031376300903420765	0.0914574861779999	0.00027464525174589107
chr8_34603008	0.096862977316	0.2083744389091087	0.4681513591039999	0.005482696996543161
chr8_39845888	0.0027184211659999	0.006275339956205624	0.017353381302	4.622839671993851e-06
chr8_63438848	0.005801416253	0.012190712363732812	0.025480171085	1.241746130496937e-05
chr8_64487424	0.002020791825	0.008250946502437299	0.015237185537	6.122454714180056e-06
chr8_65011712	0.0043992172969999	0.016784167307640614	0.030876238558	2.8560332058567875e-05
chr8_86507520	0.001857656134	0.004930980500524775	0.0122685544549999	2.3083548840256723e-06
chr8_87031808	0.0004043125679999	0.0008927368475791418	0.0020967985959999	5.9023380469953567e-08
chr8_104333312	0.00649932217	0.010861902279735174	0.020435612936	5.708674087120948e-06
chr8_113770496	0.045049651094	0.0974974374905626	0.1591102538409999	0.0004319580805317847
chr8_134217728	0.0084530233909999	0.013385963442843922	0.0225526265919999	7.426919807869432e-06
chr9_3670016	0.0086547912529999	0.01458655856405669	0.0266703802469999	1.0671945070132544e-05
chr9_7864320	0.008583802264	0.029597586573333286	0.074229709327	9.600815838540197e-05
chr9_13631488	0.004839533638	0.008560321777576783	0.0172625175759999	5.121555580045364e-06
chr9_20447232	0.003115045994	0.006894578803593331	0.0103958350639999	1.5790510114811214e-06
chr9_20971520	0.0083314230059999	0.014174768434749359	0.0271291824079999	9.076121045216926e-06
chr9_36175872	0.0058337999869999	0.014431825269657158	0.054967144988	4.696356383246607e-05
chr9_36700160	0.002431185267	0.006896648094413662	0.012265769841	3.946087559748345e-06
chr9_60817408	0.0006659563459999	0.004814731046463308	0.01946166947	8.999782313326082e-06
chr9_62914560	0.0114659643769999	0.019277723023316734	0.0355948429419999	1.2913637556371874e-05
chr9_70254592	0.001052205517	0.004960918337304914	0.010645268019	4.400934950960505e-06
chr9_78118912	0.0022078044669999	0.00851983028861934	0.03143035133	1.555245050875368e-05
chr9_81788928	0.003156822858	0.011584825198496407	0.0246238139059999	1.2505441263642147e-05
chr9_87556096	0.0036562807219999	0.00853480179676118	0.023328770887	8.337370015567844e-06
chr9_88080384	0.027271447929	0.038274552763725725	0.052011827629	2.189055236127688e-05
chr9_91226112	0.008885645702	0.0233574922298061	0.0633242448869999	7.360055481435293e-05
chr9_100139008	0.019218236715	0.028517724849957394	0.03955693082	1.228953615962195e-05
chr9_100663296	0.0095090054569999	0.01591162284933092	0.023095952903	6.999291085561428e-06
chr9_104857600	0.0120549028919999	0.018798994534647704	0.0360507481859999	2.183227778399092e-05
chr9_105381888	0.0049033481479999	0.008932279345671352	0.0177092197679999	6.796996995685441e-06
