window	Akwaya-Jean	Alfred	Alice	Andromeda	Athanga	Berta	Bihati	Blanquita	Bono	Bosco	Brigitta	Bwamble	Cindy-schwein	Cindy-troglodytes	Cindy-verus	Cleo	Clint	Coco-chimp	Damian	Desmond	Doris	Dzeeta	Frederike	Gamin	Hermien	Hortense	Ikuru	Jimmie	Julie-A959	Julie-LWC21	Kidongo	Koby	Kombote	Kosana	Koto	Kumbuka	Lara	Linda	Luky	Marlin	Maya	Mgbadolite	Mirinda	Nakuu	Natalie	Negrita	SeppToni	Taweh	Tibe	Tongo	Trixie	Ula	Vaillant	Vincent	Washu	Yogui	node_0	node_1	node_2	node_3	n_clusters	n_single_clusters	cluster_composition	topology	genes
chr10_9961472	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	0.011580992203	0.082322759534	0.082322759534	0.0338634321249999	2	0	Cleo Kidongo Maya Mgbadolite Washu/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Yogui	Multiple Divergent Individuals	CELF2
chr10_10485760	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.056944674949	0.056944674949	0.014850254444	2	1	Desmond/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	CELF2, LOC735741
chr10_11010048	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C0	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	C1	0.0	0.0191381431429999	0.0191381431429999	0.011459487902	2	1	Desmond/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Highly Divergent Individual	CELF2, ECHDC3, LOC107976913, LOC735741, PROSER2, USP6NL
chr10_11534336	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C1	C1	C1	C1	C2	C2	C2	C2	C2	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0036516755579999	0.0070887442379999	0.0070887442379999	0.0044803534349999	2	0	Athanga Bono Bwamble Cindy-schwein Desmond Dzeeta Hermien Hortense Kombote Kosana Koto Kumbuka Nakuu Natalie/Akwaya-Jean Alfred Alice Andromeda Berta Bihati Blanquita Bosco Brigitta Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Gamin Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Lara Linda Luky Marlin Maya Mgbadolite Mirinda Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	CAMK1D, CDC123, DHTKD1, ECHDC3, LOC107976913, NUDT5, PROSER2, SEC61A2, UPF2, USP6NL
chr10_12058624	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	0.0008030278659999	0.0079598611669999	0.0079598611669999	0.003374630744	2	0	Andromeda Julie-A959 Mirinda Trixie/Akwaya-Jean Alfred Alice Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	CAMK1D, CCDC3, CDC123, DHTKD1, NUDT5, SEC61A2, UPF2
chr10_12582912	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	0.004662885074	0.0212641682819999	0.0212641682819999	0.0128937784489999	2	0	Andromeda Julie-A959 Mirinda Trixie/Akwaya-Jean Alfred Alice Athanga Berta Bihati Blanquita Bono Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	BEND7, CAMK1D, CCDC3, LOC100610318, MCM10, OPTN, PHYH, SEPHS1, UCMA
chr10_13107200	C3	C3	C3	C3	C3	C3	C3	C3	C2	C3	C3	C3	C3	C3	C3	C3	C3	C3	C3	C2	C3	C2	C1	C3	C2	C2	C3	C3	C1	C3	C3	C3	C2	C2	C3	C2	C3	C3	C3	C3	C3	C3	C3	C3	C2	C2	C3	C3	C1	C3	C3	C1	C3	C3	C3	C3	0.00806435499	0.0166788482009999	0.0166788482009999	0.0147949456849999	3	0	Frederike Julie-A959 Tibe Ula/Bono Desmond Dzeeta Hermien Hortense Kombote Kosana Kumbuka Natalie Negrita/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Gamin Ikuru Jimmie Julie-LWC21 Kidongo Koby Koto Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu SeppToni Taweh Tongo Trixie Vaillant Vincent Washu Yogui	Three Cluster	BEND7, CCDC3, FRMD4A, LOC100610318, MCM10, OPTN, PHYH, PRPF18, SEPHS1, UCMA
chr10_15728640	C2	C3	C3	C2	C3	C3	C3	C3	C3	C3	C2	C3	C3	C2	C3	C3	C3	C3	C2	C3	C3	C3	C3	C2	C3	C3	C2	C3	C2	C2	C3	C3	C3	C1	C2	C1	C2	C3	C3	C3	C3	C3	C3	C2	C3	C3	C3	C3	C3	C3	C3	C2	C3	C3	C3	C2	0.000722656335	0.0051461512889999	0.0051461512889999	0.0046200577849999	3	0	Kosana Kumbuka/Akwaya-Jean Andromeda Brigitta Cindy-troglodytes Damian Gamin Ikuru Julie-A959 Julie-LWC21 Koto Lara Nakuu Ula Yogui/Alfred Alice Athanga Berta Bihati Blanquita Bono Bosco Bwamble Cindy-schwein Cindy-verus Cleo Clint Coco-chimp Desmond Doris Dzeeta Frederike Hermien Hortense Jimmie Kidongo Koby Kombote Linda Luky Marlin Maya Mgbadolite Mirinda Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Vaillant Vincent Washu	Three Cluster	FAM171A1, ITGA8, MINDY3
chr10_16252928	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C1	C1	C1	C2	C2	C0	C2	C2	C2	C1	C1	C2	C1	C2	C1	C2	C2	C2	C2	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0145397877109999	0.030658529023	0.030658529023	0.0231827887709999	3	1	Julie-A959/Bono Brigitta Desmond Dzeeta Gamin Hermien Hortense Kombote Kosana Kumbuka Linda Mirinda Natalie/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bosco Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Doris Frederike Ikuru Jimmie Julie-LWC21 Kidongo Koby Koto Lara Luky Marlin Maya Mgbadolite Nakuu Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Three Cluster	C1QL3, CUBN, MINDY3, PTER, RSU1
chr10_16777216	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C1	C2	C2	C1	C2	C2	C2	C1	C2	0.0010655258639999	0.01312113637	0.01312113637	0.0077822942359999	2	0	Bwamble Coco-chimp Frederike Maya Taweh Trixie Washu/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Brigitta Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Damian Desmond Doris Dzeeta Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Tibe Tongo Ula Vaillant Vincent Yogui	Multiple Divergent Individuals	C1QL3, CUBN, PTER, RSU1, ST8SIA6, TRDMT1, VIM
chr10_17301504	C2	C2	C1	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C2	C2	0.0286327824	0.078276698317	0.078276698317	0.0348533865	2	0	Alice Berta Bosco Jimmie Koby SeppToni Taweh/Akwaya-Jean Alfred Andromeda Athanga Bihati Blanquita Bono Brigitta Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Julie-A959 Julie-LWC21 Kidongo Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	CUBN, HACD1, LOC739122, MRC1, ST8SIA6, STAM, TMEM236, TRDMT1, VIM
chr10_17825792	C1	C1	C2	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C2	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C1	C1	C2	C2	C2	C2	C2	C2	C1	C1	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	C1	C2	C2	C1	C2	C2	C2	C2	C1	C2	C2	C2	0.0070286669729999	0.018682731814	0.018682731814	0.009129532395	2	0	Akwaya-Jean Alfred Blanquita Bono Brigitta Damian Desmond Dzeeta Hermien Hortense Kombote Kosana Kumbuka Marlin Natalie Taweh Vaillant/Alice Andromeda Athanga Berta Bihati Bosco Bwamble Cindy-schwein Cindy-troglodytes Cindy-verus Cleo Clint Coco-chimp Doris Frederike Gamin Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Koto Lara Linda Luky Maya Mgbadolite Mirinda Nakuu Negrita SeppToni Tibe Tongo Trixie Ula Vincent Washu Yogui	Multiple Divergent Individuals	CACNB2, HACD1, LOC739122, MRC1, SLC39A12, ST8SIA6, STAM, TMEM236
chr10_19398656	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C1	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.0031770353369999	0.2167388958239999	0.2167388958239999	0.089579200766	2	0	Brigitta Cindy-troglodytes Doris Luky/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Bwamble Cindy-schwein Cindy-verus Cleo Clint Coco-chimp Damian Desmond Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	MALRD1, PLXDC2
chr10_19922944	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C1	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	0.029491215127	0.519035069624	0.519035069624	0.2094496362129999	2	0	Brigitta Cindy-troglodytes Doris Luky/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Blanquita Bono Bosco Bwamble Cindy-schwein Cindy-verus Cleo Clint Coco-chimp Damian Desmond Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Marlin Maya Mgbadolite Mirinda Nakuu Natalie Negrita SeppToni Taweh Tibe Tongo Trixie Ula Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	NEBL, PLXDC2
chr10_20447232	C2	C2	C2	C2	C2	C2	C2	C1	C2	C2	C1	C2	C2	C1	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C2	C1	C2	C1	C2	C2	C2	C1	C2	C2	C2	C2	0.006360420732	0.015634177381	0.015634177381	0.01008047423	2	0	Blanquita Brigitta Cindy-troglodytes Negrita Taweh Ula/Akwaya-Jean Alfred Alice Andromeda Athanga Berta Bihati Bono Bosco Bwamble Cindy-schwein Cindy-verus Cleo Clint Coco-chimp Damian Desmond Doris Dzeeta Frederike Gamin Hermien Hortense Ikuru Jimmie Julie-A959 Julie-LWC21 Kidongo Koby Kombote Kosana Koto Kumbuka Lara Linda Luky Marlin Maya Mgbadolite Mirinda Nakuu Natalie SeppToni Tibe Tongo Trixie Vaillant Vincent Washu Yogui	Multiple Divergent Individuals	C10H10orf113, LOC100608339, NEBL
